year,month,day,weather-event,tempC-high,tempC-avg,tempC-low,dewpoint-high,dewpoint-avg,dewpoint-low,humidity-perc-high,humidity-perc-avg,humidity-perc-low,sealevelpress-high,sealevelpress-avg,sealevelpress-low,visibilty-km-high,visibilty-km-avg,visibilty-km-low,wind-km-h-high,wind-km-h-avg,precipitation-mm-high,precipitation-mm-sum
2016,9,7,"Rain , Thunderstorm",21,18,15,17,14,12,100,83,56,1022,1020,1019,10,9,3,19,8,-,0.00
2016,9,8,Fog,25,18,11,13,9,4,94,60,26,1021,1020,1019,10,10,10,19,8,-,0.00
2016,9,9,,26,20,14,13,12,9,94,66,34,1024,1022,1020,10,7,4,29,21,-,0.00
2016,9,10,,29,22,16,18,13,9,88,64,29,1025,1023,1021,10,10,8,29,18,-,0.00
2016,9,11,,30,23,17,16,14,8,94,65,25,1023,1020,1017,10,9,7,27,16,-,0.00
2016,9,12,,32,24,18,16,11,5,88,49,19,1019,1016,1013,10,9,7,26,16,-,0.00
2016,9,13,,33,27,20,11,7,2,52,30,14,1017,1014,1012,10,9,8,39,14,52,0.00
2016,9,14,,26,23,20,16,10,6,56,45,31,1017,1015,1012,8,6,5,16,10,-,0.00
2016,9,15,,28,21,15,10,5,-2,68,40,14,1019,1017,1015,9,9,9,29,10,-,0.00
2016,9,16,Thunderstorm,26,20,14,13,11,9,77,63,39,1021,1019,1017,10,8,5,32,26,-,0.00
2016,9,17,,30,23,16,16,13,12,82,60,33,1020,1018,1016,9,7,6,23,14,-,0.00
2016,9,18,"Rain , Thunderstorm",34,26,18,17,14,10,94,61,23,1022,1018,1015,10,7,4,50,16,74,0.00
2016,9,19,,29,23,17,16,14,12,94,66,35,1019,1017,1015,10,9,7,32,11,-,0.00
2016,9,20,,22,18,13,17,12,6,94,68,50,1022,1019,1016,10,10,10,26,14,-,0.00
2016,9,21,,22,16,10,9,7,5,82,59,33,1023,1021,1020,10,10,10,32,19,-,0.00
2016,9,22,,27,20,13,13,9,4,82,56,24,1022,1020,1015,10,10,10,34,26,48,0.00
2016,9,23,,30,22,14,13,11,8,82,54,27,1021,1019,1016,-,-,-,32,19,-,0.00
2016,9,24,,27,21,16,13,12,11,73,61,39,1020,1018,1017,-,-,-,37,26,-,0.00
2016,9,25,Rain,21,18,14,12,11,10,77,66,52,1020,1018,1016,10,10,10,35,23,-,0.00
2016,9,26,,26,19,13,10,9,7,77,58,32,1020,1018,1016,10,10,7,29,19,-,0.00
2016,9,27,,28,19,11,10,7,-5,82,56,11,1021,1019,1017,10,9,6,34,19,52,0.00
2016,9,28,,29,21,13,14,10,8,77,54,27,1021,1018,1016,10,10,10,26,18,-,0.00
2016,9,29,,30,23,16,13,8,-2,77,50,12,1018,1016,1013,9,7,6,40,18,58,0.00
2016,9,30,,28,21,14,12,9,7,77,55,26,1019,1017,1014,10,9,7,37,27,52,0.00
2016,10,1,,26,21,16,12,11,11,72,62,39,1022,1020,1018,10,10,10,42,29,63,0.00
2016,10,2,,28,22,16,12,11,9,77,57,30,1023,1021,1018,10,10,10,40,24,-,0.00
2016,10,3,"Rain , Thunderstorm",21,19,17,17,15,12,100,84,56,1019,1017,1015,10,6,3,23,14,-,0.00
2016,10,4,Rain,24,20,16,17,15,12,100,79,47,1016,1014,1013,10,6,2,21,10,-,0.00
2016,10,5,,25,20,15,14,12,9,94,64,36,1016,1014,1011,10,10,10,27,14,-,0.00
2016,10,6,,26,21,16,13,9,5,82,54,28,1011,1008,1005,10,10,10,39,18,52,0.00
2016,10,7,,24,18,13,12,9,6,88,61,31,1016,1013,1011,10,10,10,24,10,-,0.00
2016,10,8,,27,20,13,11,8,3,88,51,21,1018,1016,1015,10,9,8,21,13,-,0.00
2016,10,9,,29,22,16,12,9,7,68,47,26,1021,1019,1016,10,10,10,37,23,-,0.00
2016,10,10,,27,22,17,13,12,10,73,60,34,1024,1021,1018,10,10,10,37,27,53,0.00
2016,10,11,,30,23,16,14,13,12,82,61,33,1021,1018,1014,10,10,10,34,18,-,0.00
2016,10,12,"Rain , Thunderstorm",32,24,17,17,14,11,88,60,27,1020,1017,1014,10,9,4,27,13,-,0.00
2016,10,13,"Rain , Thunderstorm",29,24,20,20,17,13,100,76,37,1020,1017,1015,10,8,2,40,16,60,0.00
2016,10,14,"Rain , Thunderstorm",27,23,19,20,19,17,100,87,54,1021,1019,1018,10,8,2,37,10,48,0.00
2016,10,15,Thunderstorm,30,24,19,20,18,13,100,75,37,1020,1018,1015,10,10,10,23,10,40,0.00
2016,10,16,,33,26,19,19,17,13,100,61,29,1017,1016,1014,10,10,10,14,10,-,0.00
2016,10,17,Thunderstorm,35,28,21,18,15,10,83,51,22,1017,1015,1012,10,10,9,29,16,-,0.00
2016,10,18,Thunderstorm,33,27,22,18,17,13,78,55,29,1018,1015,1013,10,10,10,21,14,-,0.00
2016,10,19,,36,28,21,18,16,12,83,52,23,1015,1013,1010,10,8,5,19,14,-,0.00
2016,10,20,"Rain , Thunderstorm",34,27,21,20,16,12,94,56,28,1015,1013,1009,10,9,5,34,16,47,0.00
2016,10,21,"Rain , Thunderstorm",28,23,19,19,17,15,100,75,51,1018,1015,1013,10,10,8,35,23,48,0.00
2016,10,22,,26,22,19,15,14,14,78,65,47,1020,1018,1017,10,10,10,42,29,45,0.00
2016,10,23,Rain,31,24,19,19,16,14,78,62,35,1020,1019,1016,10,10,10,29,21,47,0.00
2016,10,24,"Rain , Thunderstorm",32,26,20,20,17,14,94,69,35,1019,1016,1012,10,9,3,26,16,-,0.00
2016,10,25,"Rain , Thunderstorm",23,21,20,21,19,17,100,88,69,1018,1016,1014,10,8,4,26,10,-,0.00
2016,10,26,"Rain , Thunderstorm",29,24,20,20,19,16,94,77,51,1016,1013,1009,10,10,6,23,10,-,0.00
2016,10,27,Rain,27,23,19,21,18,13,94,80,51,1015,1011,1008,10,10,6,37,16,55,0.00
2016,10,28,,25,20,15,12,9,2,82,55,22,1019,1015,1012,10,10,10,34,11,-,0.00
2016,10,29,,25,18,12,10,7,4,72,52,28,1023,1021,1020,10,10,10,39,29,53,0.00
2016,10,30,,29,22,16,13,11,7,73,56,25,1023,1020,1017,10,10,10,40,26,50,0.00
2016,10,31,Thunderstorm,31,23,17,14,13,11,82,56,29,1019,1017,1014,10,10,10,27,19,-,0.00
2016,11,1,,29,24,20,16,13,11,78,52,33,1018,1016,1014,10,10,6,23,13,-,0.00
2016,11,2,"Rain , Thunderstorm",31,24,19,19,14,10,94,59,29,1018,1015,1013,10,10,6,32,16,37,0.00
2016,11,3,Rain,25,21,18,20,18,15,94,84,61,1023,1020,1016,10,10,9,24,11,-,0.00
2016,11,4,Rain,24,20,17,16,15,13,94,73,53,1025,1023,1021,10,10,10,29,21,-,0.00
2016,11,5,Thunderstorm,27,21,16,14,13,12,82,62,39,1025,1022,1020,10,10,10,40,26,-,0.00
2016,11,6,"Rain , Thunderstorm",28,22,17,16,13,10,88,62,32,1022,1020,1017,10,10,10,29,18,-,0.00
2016,11,7,,30,23,17,17,13,5,94,61,20,1020,1017,1014,10,10,10,32,11,-,0.00
2016,11,8,,30,23,17,16,12,6,94,54,23,1017,1015,1013,10,10,10,23,11,-,0.00
2016,11,9,"Rain , Thunderstorm",33,26,18,18,13,1,94,58,17,1016,1014,1010,10,8,3,52,19,85,0.00
2016,11,10,"Rain , Thunderstorm",30,24,18,18,17,16,100,69,43,1017,1014,1012,10,10,6,21,11,-,0.00
2016,11,11,"Rain , Thunderstorm",31,26,20,19,17,15,94,66,38,1016,1013,1010,10,9,0,37,18,55,0.00
2016,11,12,"Rain , Thunderstorm",25,22,19,19,16,13,100,74,50,1017,1015,1013,10,10,10,45,19,63,0.00
2016,11,13,Rain,20,19,18,18,17,15,94,89,78,1017,1015,1012,10,10,7,26,19,-,0.00
2016,11,14,Rain,24,21,18,17,16,14,94,80,53,1014,1010,1007,10,9,6,27,16,-,0.00
2016,11,15,Rain,28,23,18,17,16,14,94,72,45,1009,1008,1006,10,10,10,16,11,-,0.00
2016,11,16,"Rain , Thunderstorm",30,23,17,17,16,13,94,65,35,1010,1008,1006,10,10,10,27,11,48,0.00
2016,11,17,"Rain , Thunderstorm",31,24,19,21,17,10,100,73,27,1012,1011,1009,10,10,8,26,13,89,0.00
2016,11,18,Rain,22,19,15,19,15,8,100,76,56,1018,1013,1011,10,10,6,26,11,-,0.00
2016,11,19,,22,18,14,15,7,4,94,53,31,1018,1016,1015,10,10,10,32,19,53,0.00
2016,11,20,,27,19,12,11,8,3,77,52,21,1018,1015,1013,10,10,10,29,21,-,0.00
2016,11,21,,30,22,14,13,9,5,94,51,23,1017,1015,1013,10,10,10,29,18,-,0.00
2016,11,22,,29,24,20,15,9,3,68,43,31,1016,1014,1011,10,10,10,32,16,-,0.00
2016,11,23,"Rain , Thunderstorm",27,22,18,19,17,14,100,76,51,1015,1013,1011,10,9,3,23,14,-,0.00
2016,11,24,,31,24,19,18,16,11,94,62,29,1018,1016,1014,10,9,6,34,18,27,0.00
2016,11,25,,31,24,18,17,14,7,83,58,22,1019,1017,1016,10,10,9,26,19,-,0.00
2016,11,26,"Rain , Thunderstorm",33,26,19,18,15,10,88,61,24,1019,1016,1014,10,10,8,27,18,-,0.00
2016,11,27,,33,27,20,19,16,11,94,63,26,1017,1016,1013,10,8,4,32,13,-,0.00
2016,11,28,Thunderstorm,32,26,21,20,17,14,94,61,33,1017,1016,1013,10,10,10,23,8,-,0.00
2016,11,29,"Rain , Thunderstorm",30,24,19,21,18,13,94,72,37,1018,1015,1013,10,10,4,32,13,42,0.00
2016,11,30,,24,20,17,13,12,10,77,61,44,1021,1019,1017,10,10,10,39,31,-,0.00
2016,12,1,,25,21,17,14,12,11,72,57,41,1021,1020,1018,10,10,10,32,26,-,0.00
2016,12,2,,30,24,18,16,13,12,77,55,33,1020,1018,1016,10,10,8,27,16,-,0.00
2016,12,3,"Rain , Thunderstorm",31,24,19,20,17,13,100,75,35,1017,1013,1011,10,8,0,45,18,76,0.00
2016,12,4,"Rain , Thunderstorm",28,24,20,20,18,12,100,77,39,1012,1008,1005,10,10,4,26,18,45,0.00
2016,12,5,,29,23,17,16,13,8,94,62,28,1012,1010,1009,10,10,10,34,16,-,0.00
2016,12,6,,31,23,17,14,9,4,77,45,18,1016,1013,1011,10,10,10,23,16,-,0.00
2016,12,7,"Rain , Thunderstorm",32,24,18,20,14,9,94,61,24,1015,1013,1011,10,9,6,45,14,63,0.00
2016,12,8,"Fog , Thunderstorm",31,24,19,20,16,12,100,65,31,1015,1012,1010,10,10,9,24,10,52,0.00
2016,12,9,"Rain , Thunderstorm",30,26,21,22,19,14,100,78,37,1014,1012,1010,10,9,4,34,13,52,0.00
2016,12,10,"Rain , Thunderstorm",29,24,21,21,19,16,94,82,45,1013,1012,1011,10,9,6,23,10,-,0.00
2016,12,11,"Rain , Thunderstorm",29,26,22,21,20,17,94,80,48,1014,1012,1010,10,10,10,24,13,-,0.00
2016,12,12,"Rain , Thunderstorm",27,24,22,23,21,20,100,89,65,1012,1010,1008,10,8,3,21,13,37,0.00
2016,12,13,Thunderstorm,30,26,21,22,20,18,100,76,48,1013,1011,1008,10,9,5,14,11,-,0.00
2016,12,14,,31,26,20,20,17,14,88,65,35,1018,1014,1012,10,10,10,37,14,-,0.00
2016,12,15,,23,20,17,14,12,9,73,61,46,1024,1021,1017,10,10,10,42,32,66,0.00
2016,12,16,,27,21,15,12,11,9,72,55,36,1024,1022,1020,10,10,10,32,23,-,0.00
2016,12,17,Thunderstorm,30,23,17,14,12,7,77,52,23,1022,1020,1018,10,10,10,40,18,-,0.00
2016,12,18,"Rain , Thunderstorm",30,19,9,18,14,8,100,67,25,1019,1017,1015,10,9,2,27,16,66,0.00
2016,12,19,"Rain , Thunderstorm",29,24,19,19,16,11,94,69,33,1018,1017,1014,10,9,3,32,11,52,0.00
2016,12,20,"Rain , Thunderstorm",29,24,19,17,15,12,88,64,39,1018,1016,1013,10,10,10,29,13,47,0.00
2016,12,21,"Rain , Thunderstorm",30,24,19,18,15,12,94,65,33,1019,1016,1014,10,10,10,45,14,63,0.00
2016,12,22,Rain,30,25,20,18,14,8,88,57,27,1022,1019,1016,10,10,10,19,13,-,0.00
2016,12,23,Thunderstorm,33,27,20,17,13,8,83,49,21,1020,1017,1014,10,10,10,23,11,-,0.00
2016,12,24,,33,27,20,16,11,4,78,45,16,1019,1016,1013,10,10,10,24,13,-,0.00
2016,12,25,"Rain , Thunderstorm",34,27,21,19,13,7,88,48,19,1015,1014,1011,10,9,4,34,13,52,0.00
2016,12,26,,33,26,19,19,14,8,94,54,24,1016,1014,1011,10,10,10,14,8,-,0.00
2016,12,27,Thunderstorm,34,28,22,20,14,10,88,48,23,1018,1015,1012,10,10,10,21,10,-,0.00
2016,12,28,"Rain , Thunderstorm",34,27,21,20,14,8,94,51,20,1019,1016,1013,10,9,5,27,11,47,0.00
2016,12,29,Thunderstorm,33,27,21,20,14,3,94,55,15,1019,1015,1012,10,10,8,27,11,47,0.00
2016,12,30,"Rain , Thunderstorm",31,26,21,20,13,5,94,50,19,1018,1016,1013,10,10,10,16,10,-,0.00
2016,12,31,"Rain , Thunderstorm",31,26,21,20,14,3,88,55,17,1017,1016,1014,10,10,9,23,10,77,0.00
